log_row,log_esb
579,"[1.545, 1.545, 1.545, 1.545, 1.545, 1.545, 1.545, 1.545, 1.545, 1.545]"
3409,"[2.909, 2.909, 2.909, 2.909, 2.909, 2.909, 2.909, 2.169, 2.909, 2.909]"
1048,"[0.418, 0.418, 0.418, 0.418, 0.418, 0.418, 0.418, 0.418, 0.385]"
4902,"[0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.863]"
975,"[1.437, 1.437, 1.319]"
4318,[2.331]
3798,[1.435]
35,"[5.527, 5.527, 5.527, 5.527, 5.527, 5.527, 5.527, 5.527, 5.527, 5.527]"
4680,"[1.938, 1.938, 1.938, 1.645]"
2029,"[5.123, 5.123, 3.357, 3.357, 3.072]"
653,"[2.155, 2.155, 2.155, 2.061]"
427,"[1.827, 1.634]"
4154,"[7.211, 7.211, 7.211, 7.211, 5.917]"
3993,"[1.041, 1.041, 1.041, 1.041, 0.711]"
352,[2.39]
1133,"[5.621, 5.621, 5.621, 5.621, 5.621, 5.621, 5.621, 5.621, 5.621, 5.621]"
1678,"[2.12, 2.166, 2.12, 2.12, 2.044]"
3610,"[2.235, 2.235, 1.778]"
2705,"[0.473, 0.473, 0.473, 0.449, 0.473, 0.473, 0.428]"
562,[1.285]
4132,"[1.855, 1.855, 1.855, 1.855, 1.764]"
2774,[1.005]
1337,"[4.112, 4.112, 4.112, 4.112, 3.196]"
4343,"[2.869, 2.869, 2.869, 2.869, 2.869, 2.869, 2.869, 2.869, 2.869, 2.869]"
1842,"[2.015, 2.015, 2.015, 2.015, 2.015, 0.62]"
3679,"[0.807, 0.807, 0.807, 0.807, 0.807, 0.807, 0.807, 0.807, 0.807, 0.807]"
218,"[5.947, 5.947, 5.947, 5.947, 5.947, 5.947, 5.947, 5.947, 5.947, 5.947]"
717,"[5.718, 5.718, 5.718, 5.718, 5.718, 5.718, 5.718, 5.718, 3.152]"
2768,[2.054]
448,"[1.694, 1.694, 1.694, 1.694, 1.476, 1.694, 1.694, 1.694, 1.694, 1.694]"
381,"[4.992, 4.992, 4.992, 4.992, 4.992, 4.992, 4.992, 4.992, 4.992, 4.992]"
1929,"[5.859, 5.859, 5.859, 5.859, 5.859, 4.818]"
2567,"[5.349, 5.349, 5.349, 4.042, 5.349, 5.349, 5.349, 3.565, 5.349, 3.546]"
2567,"[5.349, 5.349, 5.349, 4.042, 5.349, 5.349, 5.349, 3.565, 5.349, 3.546]"
2288,"[0.524, 0.524, 0.486, 0.524, 0.524, 0.524, 0.486, 0.524, 0.524, 0.524]"
2760,[1.539]
387,"[1.013, 0.925]"
3929,"[5.002, 5.002, 5.002, 5.002, 4.78, 5.002, 5.002, 5.002, 5.002, 5.002]"
3000,[5.018]
194,[4.15]
4164,[1.354]
816,"[6.073, 6.073, 6.073, 6.073, 5.705, 6.073, 6.073, 6.073, 6.073, 6.073]"
4186,[0.809]
4829,"[5.528, 5.528, 5.528, 5.528, 5.528, 5.528, 5.528, 5.528, 5.528, 5.528]"
1076,"[4.162, 4.162, 4.162, 4.162, 4.162, 4.162, 4.162, 3.917, 4.162, 4.162]"
2719,[5.671]
4080,"[3.161, 3.161, 2.491, 2.491, 3.161, 3.161, 3.161, 3.161, 3.161, 3.161]"
4868,"[3.135, 3.135, 3.135, 3.135, 3.135, 3.135, 3.135, 3.135, 3.135, 3.135]"
3832,"[3.158, 3.158, 3.158, 3.158, 3.158, 3.158, 3.158, 3.158, 3.158, 3.158]"
1113,[6.56]
846,[1.085]
3061,"[5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599]"
339,"[3.241, 3.241, 3.241, 3.241, 3.241, 3.241, 3.241, 3.241, 3.241, 3.241]"
759,"[3.159, 3.159, 2.352, 2.336]"
1682,"[1.587, 1.587, 1.587, 1.587, 1.587, 1.587, 1.587, 1.587, 1.587, 1.587]"
1145,"[0.796, 0.623]"
643,"[1.228, 1.168]"
4932,"[0.679, 0.679, 0.641, 0.679, 0.679, 0.687, 0.679, 0.679, 0.679, 0.679]"
2584,"[3.446, 3.446, 3.446, 2.687, 3.446, 3.446, 3.446, 3.446, 3.446, 3.446]"
18,"[5.085, 5.085, 4.102, 5.085, 5.085, 5.085, 5.085, 5.085, 4.102, 5.085]"
2652,[1.059]
3851,"[5.364, 4.47]"
1694,"[1.865, 1.865, 1.865, 1.865, 1.865, 1.865, 1.865, 1.865, 1.865, 1.865]"
1844,[2.902]
2150,"[1.748, 1.748, 1.748, 1.748, 1.748, 1.748, 1.748, 1.747, 1.748, 1.748]"
1469,"[5.555, 5.555, 5.555, 5.555, 5.555, 5.555, 5.555, 5.555, 5.555, 5.555]"
4277,"[0.915, 0.915, 0.915, 0.915, 0.915, 0.915, 0.915, 0.915, 0.915, 0.915]"
3838,[1.166]
2367,"[5.914, 5.914, 5.914, 5.914, 6.707, 5.914, 5.914, 5.914, 5.914, 5.914]"
2323,[1.91]
1178,"[5.474, 4.961]"
4737,[1.307]
1956,"[2.157, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157]"
2877,"[0.751, 0.751, 0.751, 0.751, 0.751, 0.751, 0.751, 0.751, 0.751, 0.751]"
4497,[1.356]
2009,"[5.131, 6.189, 6.189, 6.189, 6.189, 6.189, 6.189, 6.189, 6.189, 6.189]"
3855,"[2.555, 2.972, 2.972, 2.972, 2.972, 2.972, 2.555, 2.972, 2.972, 2.972]"
3439,[1.154]
2418,"[1.317, 1.317, 1.317, 1.317, 1.317, 1.317, 1.317, 1.317, 1.317, 1.317]"
2289,"[3.451, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32]"
1328,[6.668]
781,[6.145]
