log_row,log_esb
3114,"[2.285, 2.285, 2.285, 2.285, 2.285, 2.285, 2.285, 2.285, 2.285, 2.285]"
4756,"[1.637, 1.637, 1.637, 1.765, 1.637, 1.637, 1.637, 1.596]"
1707,"[1.361, 1.633, 1.633, 1.633, 1.633, 1.633, 1.633, 1.633, 1.633, 1.633]"
518,[2.902]
4443,"[4.134, 3.597]"
801,"[1.273, 1.208]"
2885,"[0.705, 0.705, 0.705, 0.705, 0.705, 0.705, 0.705, 0.705, 0.705, 0.705]"
1752,"[1.079, 1.079, 1.079, 1.079, 1.079, 1.079, 1.079, 1.079, 1.079, 1.079]"
3748,"[1.082, 1.027]"
2911,"[1.157, 1.157, 1.157, 1.08]"
1113,"[7.852, 7.852, 7.852, 6.56]"
4463,"[6.953, 5.702]"
4153,"[1.774, 1.774, 1.774, 1.718]"
2819,[0.834]
1267,"[7.527, 7.527, 7.527, 7.527, 7.527, 7.527, 7.527, 7.527, 7.527, 7.527]"
4715,"[0.955, 0.955, 0.955, 0.955, 0.955, 0.946, 0.955, 0.847]"
4849,"[4.386, 4.386, 4.386, 4.386, 4.386, 4.386, 4.386, 4.386, 4.386, 4.386]"
1951,"[1.098, 1.169, 1.098, 1.098, 1.098, 1.282, 1.076]"
3611,[6.598]
63,[5.305]
3592,"[2.618, 2.618, 2.618, 2.275, 2.618, 2.142]"
4196,"[3.554, 3.554, 3.554, 3.554, 3.554, 3.554, 3.554, 3.554, 3.554, 3.554]"
692,"[1.907, 1.907, 1.907, 1.907, 1.768]"
1,"[7.59, 7.59, 7.59, 7.59, 7.59, 7.59, 7.59, 7.59, 7.59, 7.59]"
4469,[3.43]
2988,"[0.796, 0.796, 0.796, 0.796, 0.796, 0.796, 0.753, 0.796, 0.715]"
379,"[6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 6.083]"
2250,"[2.07, 1.796]"
1581,"[1.373, 1.018, 1.373, 1.373, 1.373, 1.373, 1.018, 1.373, 1.373, 1.018]"
3696,[3.335]
3904,"[6.118, 6.118, 6.118, 6.118, 6.118, 6.118, 6.118, 6.118, 6.118, 6.118]"
2899,"[4.056, 4.056, 4.056, 4.056, 3.726]"
105,"[3.922, 3.922, 3.922, 3.922, 3.922, 3.922, 3.922, 3.922, 3.922, 3.922]"
715,"[5.214, 5.214, 5.214, 5.214, 5.214, 5.873, 5.214, 5.873, 5.214, 5.214]"
4220,[4.668]
2491,"[8.338, 8.338, 6.527]"
4943,[2.139]
2903,"[3.663, 3.663, 3.663, 3.663, 3.663, 3.663, 3.663, 3.663, 3.663, 3.663]"
3837,[2.651]
4930,[0.931]
2274,"[11.588, 8.718, 8.718, 8.718, 8.718, 8.718, 8.718, 8.718, 8.718, 8.718]"
3180,[0.728]
4302,[2.416]
1979,"[2.157, 2.157, 2.075, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157, 2.157]"
2971,"[6.54, 6.54, 6.54, 6.54, 6.54, 6.54, 6.54, 6.54, 5.629]"
3383,"[8.039, 8.039, 6.388]"
3961,"[2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 1.497]"
3961,"[2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 2.534, 1.497]"
4954,"[1.244, 1.244, 1.244, 1.244, 1.244, 1.244, 1.244, 1.244, 1.096]"
4870,[2.245]
1229,"[2.33, 1.982]"
3324,"[5.046, 5.046, 5.046, 5.046, 5.046, 5.046, 5.046, 2.703]"
373,"[1.285, 1.285, 1.285, 1.11, 1.285, 1.028]"
99,"[0.726, 0.84, 0.714]"
3013,[1.226]
283,"[1.876, 1.876, 1.754]"
2117,"[0.735, 0.735, 0.735, 0.735, 0.735, 0.705]"
4995,"[0.955, 0.955, 0.955, 0.955, 0.937]"
3353,"[6.793, 6.793, 6.793, 6.793, 6.793, 6.793, 5.677]"
3063,"[4.688, 4.688, 4.688, 4.688, 4.688, 4.688, 4.688, 4.099, 4.688, 4.688]"
1435,"[7.996, 7.996, 7.996, 7.996, 6.419]"
1280,[4.228]
399,"[2.051, 1.686]"
1947,[0.664]
2662,"[1.872, 1.872, 1.872, 1.872, 1.872, 1.872, 1.872, 1.872, 1.977, 1.872]"
389,"[1.532, 1.532, 1.532, 1.532, 1.532, 1.532, 1.532, 1.532, 1.532, 1.532]"
293,[0.547]
4580,"[2.216, 2.216, 2.216, 2.216, 2.216, 2.068]"
2072,"[6.112, 6.112, 6.112, 6.112, 6.112, 6.112, 6.112, 6.99, 6.112, 6.112]"
3002,"[2.533, 2.153, 2.533, 2.533, 2.533, 2.533, 2.533, 2.533, 2.533, 2.533]"
1630,"[5.111, 5.111, 5.111, 5.111, 5.111, 3.906]"
4857,"[6.515, 6.515, 6.515, 6.515, 6.142, 6.515, 6.142, 6.515, 6.515, 6.515]"
4501,"[1.809, 1.809, 1.809, 1.72, 1.809, 1.809, 1.809, 1.809, 1.809, 1.809]"
305,"[0.883, 0.883, 0.883, 0.883, 0.883, 0.883, 0.883, 1.128, 0.883, 0.883]"
837,"[4.612, 4.612, 4.612, 4.612, 4.612, 4.612, 4.612, 4.612, 5.995, 4.612]"
1300,[1.221]
1813,"[0.998, 0.998, 0.998, 0.998, 0.998, 0.859]"
370,[0.569]
178,[1.097]
158,"[4.084, 3.989]"
3196,"[4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 3.448]"
3196,"[4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 4.037, 3.448]"
1526,[6.652]
1811,[1.455]
2505,"[8.045, 8.045, 8.045, 8.045, 8.045, 8.045, 8.045, 8.045, 8.045, 8.045]"
4335,"[6.614, 6.614, 6.614, 5.369]"
3194,"[1.151, 1.151, 1.151, 1.151, 1.151, 1.151, 1.151, 1.151, 1.151, 1.151]"
3855,"[2.972, 2.972, 2.972, 2.277]"
1065,"[0.487, 0.487, 0.487, 0.487, 0.487, 0.487, 0.487, 0.487, 0.487, 0.487]"
353,"[7.136, 7.733, 5.851]"
2987,"[7.798, 7.798, 7.798, 7.798, 7.798, 7.798, 7.798, 7.798, 7.798, 7.798]"
948,[6.64]
1249,[1.229]
747,"[1.056, 0.995]"
2137,[6.019]
494,[0.413]
2127,"[1.528, 1.414, 1.528, 1.335]"
1499,"[0.926, 0.926, 0.926, 0.942, 0.882]"
3227,"[1.423, 1.423, 1.423, 1.423, 1.423, 1.423, 1.423, 1.423, 1.423, 1.423]"
4572,"[10.405, 8.065, 8.065, 6.591]"
3921,"[0.291, 0.459, 0.459, 0.291, 0.291, 0.234]"
1984,"[3.726, 3.726, 3.726, 3.726, 2.383]"
1355,"[5.597, 5.597, 5.597, 5.597, 5.597, 5.597, 5.597, 5.597, 5.597, 5.597]"
1357,"[1.322, 1.216]"
1463,"[7.774, 10.708, 6.382]"
2058,"[6.578, 5.395]"
2847,[2.283]
3,"[1.349, 1.349, 1.349, 1.349, 1.349, 1.349, 1.349, 1.349, 1.349, 1.349]"
4794,"[0.681, 0.681, 0.681, 0.681, 0.681, 0.681, 0.681, 0.681, 0.681, 0.681]"
2652,"[1.084, 1.084, 1.084, 1.084, 1.173, 1.084, 1.084, 1.059]"
3564,"[1.257, 1.257, 1.224]"
3196,"[4.037, 4.037, 4.037, 3.448]"
3086,[5.542]
2573,"[6.893, 6.893, 6.893, 5.77, 6.893, 6.893, 6.893, 6.893, 6.893, 6.893]"
765,[6.652]
659,[1.483]
1558,"[0.452, 0.476, 0.476, 0.476, 0.476, 0.476, 0.452, 0.476, 0.476, 0.476]"
379,"[6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 6.083, 4.987]"
4898,[0.993]
2475,"[1.315, 1.315, 1.315, 1.315, 1.315, 1.315, 1.315, 1.315, 1.315, 1.315]"
4478,[0.665]
4690,[0.637]
1315,"[4.16, 4.16, 4.16, 4.16, 3.145, 4.16, 4.16, 4.16, 4.16, 4.16]"
2536,"[5.862, 5.862, 5.862, 4.609]"
3214,[1.73]
2844,"[5.285, 5.285, 5.285, 5.285, 5.285, 5.285, 3.364]"
559,"[5.063, 3.973]"
1060,"[0.677, 0.677, 0.677, 0.677, 0.677, 0.677, 0.667]"
2360,"[2.013, 2.013, 1.966]"
2949,"[7.447, 7.447, 7.447, 6.113]"
3061,"[5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599, 5.599]"
1716,[1.776]
3301,"[1.399, 1.399, 1.399, 1.399, 1.399, 1.399, 1.399, 1.399, 1.399, 1.399]"
2864,"[0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 1.0, 0.96, 0.96]"
927,"[4.219, 4.219, 4.219, 4.219, 4.219, 4.219, 4.219, 4.219, 4.219, 4.219]"
2994,"[0.394, 0.377]"
62,[0.71]
614,"[3.544, 3.544, 3.544, 3.544, 3.544, 3.544, 2.893]"
1760,"[2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 1.865]"
1760,"[2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 2.161, 1.865]"
3340,"[0.47, 0.46, 0.446]"
3926,"[7.903, 7.903, 7.903, 7.903, 7.903, 7.903, 7.903, 7.903, 7.903, 7.903]"
4329,[0.668]
29,"[8.821, 6.65]"
2942,[3.732]
3833,[1.78]
607,"[2.221, 2.221, 1.746, 2.221, 2.221, 2.221, 2.221, 2.221, 2.221, 1.714]"
607,"[2.221, 2.221, 1.746, 2.221, 2.221, 2.221, 2.221, 2.221, 2.221, 1.714]"
3099,"[1.649, 1.247, 1.18, 1.649, 1.179]"
3047,"[2.838, 2.838, 2.838, 2.838, 2.131, 2.838, 2.838, 2.838, 2.838, 2.838]"
228,[0.365]
3737,"[6.098, 6.098, 5.554]"
3057,"[0.419, 0.419, 0.419, 0.419, 0.267]"
906,[1.162]
2814,"[3.408, 3.408, 3.408, 3.408, 3.408, 3.408, 3.408, 3.408, 3.408, 3.408]"
4059,"[3.849, 3.569]"
1785,"[2.716, 2.716, 2.716, 2.716, 2.716, 2.716, 2.716, 2.716, 2.716, 2.716]"
2562,"[2.055, 2.055, 1.645]"
1843,"[3.348, 2.319, 3.348, 3.348, 3.348, 3.348, 3.348, 3.348, 3.348, 3.348]"
2330,[6.156]
3662,"[0.851, 0.851, 0.851, 0.851, 0.851, 0.851, 0.851, 0.851, 0.851, 0.851]"
623,"[3.825, 3.825, 3.825, 4.433, 3.825, 3.825, 3.825, 3.825, 3.825, 3.825]"
2261,[0.474]
1837,[1.096]
1383,"[5.356, 5.356, 5.356, 5.356, 5.356, 5.356, 5.356, 5.356, 5.356, 5.356]"
3780,"[1.383, 1.383, 1.383, 1.383, 1.383, 1.383, 1.383, 1.585, 1.383, 1.383]"
2763,[6.451]
901,[6.295]
1844,[2.902]
3542,"[0.609, 0.609, 0.609, 0.573]"
4352,"[1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45]"
2658,[6.536]
2825,"[6.006, 6.006, 6.006, 6.006, 6.006, 6.006, 6.006, 6.006, 6.006, 6.006]"
1647,[5.322]
363,"[3.168, 3.168, 3.168, 3.168, 3.168, 3.168, 3.168, 2.62, 3.168, 3.168]"
749,"[2.828, 2.986, 2.828, 2.828, 2.828, 2.828, 2.828, 2.828, 2.828, 2.828]"
1730,"[2.104, 2.104, 2.104, 1.389]"
3917,"[1.39, 1.222]"
2381,[6.639]
2270,[1.843]
1044,"[0.764, 0.764, 0.71, 0.764, 0.764, 0.764, 0.764, 0.764, 0.764, 0.764]"
3011,[5.537]
2779,[1.174]
1565,[0.361]
2058,[5.395]
2128,[6.704]
4201,"[6.188, 5.462]"
3600,"[2.385, 2.385, 2.385, 2.385, 2.385, 2.664, 2.385, 2.385, 2.385, 2.385]"
2174,"[2.028, 2.028, 2.028, 2.028, 2.028, 2.028, 2.028, 2.028, 2.028, 2.028]"
967,[6.548]
3870,"[2.638, 2.638, 2.638, 2.638, 2.638, 2.638, 2.638, 2.638, 2.638, 2.638]"
3102,[4.66]
789,"[2.007, 1.974]"
312,[4.64]
2952,"[2.266, 2.266, 2.266, 2.266, 2.266, 2.266, 2.944, 2.944, 2.944, 2.944]"
1234,[6.368]
3230,"[2.369, 2.369, 2.369, 2.369, 2.369, 2.369, 2.369, 2.399, 2.369, 2.369]"
238,[6.147]
834,"[9.214, 9.214, 6.702]"
3369,[6.69]
1303,"[2.088, 1.941]"
641,"[1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.062]"
641,"[1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.102, 1.062]"
793,"[1.212, 1.212, 1.212, 1.212, 1.212, 1.212, 1.051]"
4088,[3.2]
4301,[0.777]
36,"[6.827, 4.819, 6.827, 6.827, 6.827, 6.827, 6.827, 6.827, 6.827, 6.827]"
833,[2.278]
3829,[3.765]
618,"[0.829, 0.829, 0.829, 0.829, 0.829, 0.829, 0.829, 0.829, 0.829, 0.829]"
4026,"[5.634, 5.634, 5.634, 5.634, 5.634, 5.634, 5.634, 4.244]"
3272,[0.436]
4088,[3.2]
2627,[1.219]
2630,[6.422]
2477,[0.794]
2911,[1.08]
4357,"[6.252, 6.252, 6.252, 6.252, 6.252, 6.252, 6.252, 6.252, 6.252, 6.252]"
3970,[5.587]
699,"[1.465, 1.465, 1.465, 1.465, 1.465, 1.465, 1.465, 1.465, 1.465, 1.465]"
3215,[5.703]
1195,[0.53]
4016,[1.008]
1559,[1.351]
1589,[5.815]
3137,[3.191]
752,[6.218]
2182,[1.279]
3386,[1.09]
4594,"[1.034, 1.034, 1.034, 1.034, 1.034, 1.034, 1.034, 1.034, 1.034, 1.034]"
3244,"[2.335, 2.335, 2.335, 2.335, 2.335, 2.335, 2.335, 2.335, 2.335, 2.053]"
2394,"[3.147, 3.147, 3.147, 3.147, 3.147, 3.147, 3.147, 3.147, 3.147, 3.147]"
1282,[2.841]
3608,"[1.112, 1.112, 1.154, 1.112, 1.112, 1.112, 1.112, 1.112, 1.112, 1.112]"
1192,"[2.321, 2.321, 2.321, 2.625, 2.321, 2.321, 2.32]"
1128,"[1.941, 3.64, 1.941, 1.941, 1.941, 1.941, 1.941, 1.941, 1.941, 3.64]"
1476,[0.466]
398,"[2.759, 2.759, 2.367]"
2263,[5.913]
1819,"[3.819, 5.736, 3.819, 3.819, 3.819, 3.819, 3.819, 3.819, 3.819, 3.819]"
1769,[0.284]
2985,"[7.74, 7.74, 7.237, 7.74, 7.18]"
3788,[1.71]
3450,[6.52]
3900,"[0.902, 0.902, 0.902, 0.902, 0.902, 0.902, 0.902, 0.823]"
3248,[0.557]
3135,"[2.02, 2.02, 2.02, 2.02, 2.02, 2.708, 2.02, 2.02, 2.02, 2.02]"
2084,"[2.942, 2.942, 2.942, 2.942, 2.942, 2.942, 2.942, 2.942, 2.942, 2.942]"
3565,"[4.496, 4.496, 4.496, 4.496, 4.496, 4.496, 4.496, 4.912, 4.496, 4.496]"
3989,[0.741]
1381,"[6.252, 6.252, 6.252, 6.252, 6.252, 5.682, 6.252, 6.252, 6.252, 6.252]"
489,"[9.106, 9.106, 9.106, 9.106, 6.537]"
3676,"[2.864, 1.834, 1.834, 1.834, 1.834, 1.834, 1.834, 1.834, 1.834, 1.834]"
4114,"[0.71, 0.71, 0.71, 0.604]"
4430,"[1.156, 1.067, 1.067, 1.067, 1.067, 1.067, 1.067, 1.067, 1.067, 1.067]"
4070,[6.386]
4682,"[2.356, 2.356, 2.356, 2.14]"
1660,"[1.838, 1.838, 1.838, 1.838, 1.838, 3.003, 1.838, 1.838, 1.838, 1.838]"
826,[4.993]
1907,[3.239]
566,[0.394]
1544,[2.735]
3318,"[5.32, 3.981]"
3337,"[1.157, 1.157, 1.157, 1.129, 1.157, 1.157, 1.157, 1.157, 1.582, 1.157]"
2794,[0.817]
2194,"[2.637, 2.637, 2.637, 2.637, 2.637, 2.637, 2.637, 2.637, 2.637, 2.637]"
1193,[1.411]
2457,"[1.899, 1.899, 1.899, 1.899, 1.899, 1.899, 1.899, 1.899, 1.899, 1.899]"
2538,[0.609]
4875,[6.584]
4693,[1.804]
4475,"[4.242, 4.242, 4.242, 4.242, 4.242, 4.242, 4.242, 4.242, 4.242, 4.242]"
308,[3.647]
339,"[3.82, 3.82, 3.82, 3.82, 3.82, 3.82, 3.82, 3.82, 3.82, 3.82]"
3921,[0.234]
2237,"[6.145, 6.145, 6.145, 6.145, 6.145, 6.145, 6.145, 6.145, 6.145, 6.145]"
766,"[7.099, 7.099, 7.099, 7.099, 7.099, 7.099, 7.099, 7.099, 7.099, 6.579]"
593,"[5.096, 5.096, 5.096, 5.096, 5.096, 5.096, 5.096, 5.096, 5.096, 5.096]"
2658,"[8.006, 6.789, 8.006, 8.006, 6.536]"
1439,"[3.012, 3.012, 3.012, 3.012, 3.012, 3.012, 3.012, 3.012, 3.012, 2.861]"
4738,[1.203]
3681,[0.984]
681,"[1.108, 1.108, 1.108, 1.108, 1.108, 1.108, 1.108, 1.108, 1.108, 1.108]"
57,"[0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263]"
616,[1.152]
1307,[1.379]
348,[6.732]
3389,[0.569]
2682,[5.008]
3827,"[2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.67, 2.66]"
852,"[2.998, 2.998, 2.998, 2.998, 2.998, 2.998, 2.998, 4.181, 2.998, 2.998]"
2016,[5.932]
409,"[2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.746]"
409,"[2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.975, 2.746]"
3212,[3.008]
2993,[1.169]
1858,"[5.915, 5.915, 5.915, 5.915, 5.915, 5.915, 5.915, 5.915, 4.893]"
624,[6.465]
2045,"[0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904]"
4739,"[3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.273]"
4739,"[3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.622, 3.273]"
3715,[0.455]
2222,[4.893]
1229,[1.982]
2136,"[1.687, 1.687, 1.687, 1.687, 1.48]"
232,[1.021]
3391,[1.562]
2166,[1.469]
801,[1.208]
3107,"[0.857, 0.857, 0.845, 0.857, 0.857, 0.857, 0.857, 0.857, 0.857, 0.857]"
4208,"[7.676, 7.676, 7.676, 7.676, 7.676, 7.676, 7.676, 7.676, 7.676, 7.676]"
567,[0.557]
4857,"[5.822, 5.822, 5.822, 5.822, 5.822, 5.822, 5.822, 5.822, 5.822, 5.822]"
3941,"[9.006, 9.006, 9.006, 9.006, 6.699]"
2890,"[0.448, 0.448, 0.448, 0.448, 0.448, 0.448, 0.448, 0.448, 0.448, 0.448]"
3284,"[4.229, 4.774, 4.774, 4.774, 4.774, 4.186]"
4876,"[8.97, 8.97, 8.97, 8.97, 8.97, 8.97, 8.97, 8.97, 8.97, 8.97]"
4856,"[1.405, 1.405, 1.405, 1.405, 1.405, 1.405, 1.405, 1.405, 1.405, 1.405]"
3106,[3.014]
899,"[1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.241]"
303,[2.779]
3693,[1.585]
1362,[0.855]
1552,[1.131]
4615,"[2.752, 2.752, 2.752, 2.752, 2.752, 2.752, 2.752, 2.752, 2.752, 2.752]"
2753,"[7.963, 7.963, 10.277, 7.963, 7.963, 7.963, 7.963, 7.963, 7.963, 9.725]"
4476,[1.537]
2898,"[1.642, 1.642, 1.642, 1.642, 1.642, 1.642, 1.642, 1.642, 1.642, 1.642]"
12,[2.414]
2532,[1.644]
4219,[5.394]
3282,"[8.359, 6.048]"
467,"[1.915, 1.898, 1.915, 1.833]"
357,[0.45]
4469,[3.43]
3784,"[1.747, 1.747, 1.747, 1.747, 1.747, 1.747, 1.747, 1.747, 1.747, 1.747]"
838,"[1.608, 1.466, 1.466, 1.466, 1.466, 1.466, 1.466, 1.466, 1.466, 1.466]"
1745,[5.599]
2067,[0.629]
22,[1.144]
1452,[2.022]
3867,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
2882,"[0.773, 0.773, 0.773, 0.773, 0.773, 0.82, 0.773, 0.773, 0.773, 0.773]"
368,[0.529]
2047,[1.593]
4427,[1.407]
4196,[3.393]
3247,[0.414]
4945,"[1.411, 1.411, 1.411, 1.411, 1.411, 1.411, 1.411, 1.98, 1.411, 1.411]"
4266,[0.414]
2133,[0.382]
886,[1.481]
4750,[6.384]
4166,[3.995]
4378,[1.036]
922,[0.986]
1387,"[3.584, 3.584, 3.584, 3.584, 3.584, 3.584, 3.584, 3.584, 3.584, 3.584]"
1409,[0.855]
647,[1.788]
4050,[1.886]
2605,[0.492]
1496,"[0.596, 0.596, 0.596, 0.561]"
4987,"[2.9, 2.9, 2.357]"
3470,"[2.357, 2.346]"
726,"[8.15, 8.15, 8.15, 8.15, 8.15, 8.15, 8.15, 8.15, 8.15, 7.667]"
1988,"[2.826, 2.324]"
1648,[4.707]
1890,"[1.977, 1.977, 1.977, 1.977, 1.977, 1.977, 1.977, 1.977, 1.977, 1.977]"
4723,[5.679]
1479,[6.556]
901,[6.295]
3954,"[2.881, 2.881, 2.881, 2.881, 2.881, 2.881, 2.881, 2.881, 2.697]"
3989,"[0.902, 0.741]"
4196,[3.393]
4680,[1.645]
3960,[1.635]
703,"[2.33, 2.33, 2.33, 2.33, 2.33, 3.293, 2.33, 2.33, 2.33, 2.33]"
3392,[0.298]
2352,[1.445]
152,[4.545]
2189,[5.597]
1309,"[3.312, 4.161, 4.161, 4.161, 4.161, 4.161, 3.36, 4.161, 3.312, 4.161]"
1516,[0.734]
2906,[2.242]
128,[0.665]
2166,[1.469]
1164,"[1.185, 1.185, 1.185, 1.185, 1.185, 1.185, 1.185, 1.185, 1.185, 1.185]"
2656,[6.301]
1549,"[7.24, 6.146]"
4355,"[3.791, 3.791, 3.791, 3.791, 3.791, 3.791, 3.791, 3.791, 3.791, 3.791]"
3959,[2.99]
82,"[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]"
751,[3.343]
2077,[3.784]
1420,[1.957]
3526,[1.992]
2273,[5.0]
4447,"[3.832, 3.832, 3.213, 3.091]"
3599,[1.291]
4814,"[6.616, 6.248, 6.248, 6.616, 6.248, 5.123]"
2225,"[2.435, 2.435, 2.374]"
2211,[0.836]
4400,"[3.882, 3.882, 2.785, 2.785, 2.785, 2.785, 2.785, 2.785, 2.785, 2.785]"
3031,[5.144]
3936,[2.84]
921,[0.423]
4614,"[2.711, 2.392]"
636,[4.609]
3123,[2.089]
3439,"[1.173, 1.173, 1.173, 1.173, 1.173, 1.173, 1.173, 1.173, 1.525, 1.173]"
3926,[6.49]
1650,"[6.207, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43]"
4584,"[7.673, 7.673, 7.673, 7.673, 7.673, 7.673, 7.673, 7.346, 7.673, 7.673]"
4204,[6.145]
4647,[1.337]
2624,"[4.466, 4.466, 4.466, 4.466, 4.466, 4.466, 4.466, 4.466, 4.466, 4.466]"
3151,[4.586]
4738,[1.203]
2443,"[2.927, 2.616, 2.927, 2.927, 2.927, 2.606]"
356,[1.807]
3868,"[6.027, 6.027, 6.027, 6.027, 6.027, 6.027, 6.027, 6.027, 6.027, 6.027]"
3388,"[2.507, 2.507, 2.507, 2.507, 2.507, 2.507, 2.121]"
1284,[1.892]
4998,[1.349]
2093,[0.583]
3519,"[1.562, 1.512]"
4811,[1.473]
851,[1.773]
693,"[1.469, 1.168]"
3010,[0.879]
1036,[0.251]
2047,"[1.698, 1.703, 1.698, 1.698, 1.698, 1.698, 1.593]"
2830,"[6.392, 6.392, 6.392, 6.392, 5.492, 6.392, 6.392, 6.392, 6.392, 6.392]"
2280,[1.737]
2104,[2.498]
1227,[6.36]
3792,[6.595]
3765,[1.307]
4684,[0.995]
779,[0.969]
1863,[4.497]
277,[0.75]
3098,[1.053]
1739,"[0.712, 0.712, 0.712, 0.712, 0.712, 0.712, 0.712, 0.712, 0.712, 0.712]"
595,"[3.016, 3.016, 3.016, 3.016, 3.016, 3.715, 3.016, 3.016, 3.016, 3.016]"
2156,"[1.848, 1.848, 1.848, 1.848, 1.848, 1.996, 1.996, 1.996, 1.996, 1.996]"
2025,[6.52]
3476,[4.055]
1632,[6.635]
2106,[0.501]
1254,[0.332]
4138,"[6.606, 6.606, 6.021, 6.606, 6.606, 6.606, 6.606, 6.606, 6.606, 6.606]"
3824,[0.904]
