log_row,log_esb
4978,"[2.9, 2.9, 2.9, 2.9, 2.9, 2.9, 2.9, 2.9, 2.9, 2.9]"
4054,[6.5]
4738,[1.2]
3679,[0.5]
326,"[3.2, 3.0, 3.2, 3.2, 2.3]"
178,"[1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3]"
3456,"[4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7]"
2466,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]"
1884,[1.0]
4348,[5.9]
2967,[0.9]
2250,"[2.1, 1.8]"
3991,"[3.2, 3.2, 3.2, 3.2, 3.2, 3.1]"
97,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]"
4168,[1.7]
1227,[6.4]
1422,[1.4]
3939,[1.7]
1463,[6.4]
3000,"[5.4, 5.0]"
3992,"[2.1, 1.8]"
3469,[1.7]
1301,[1.3]
3377,[3.2]
3920,[1.7]
211,[1.7]
57,[0.3]
4512,"[3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9]"
2375,[0.6]
4085,[6.0]
1952,[0.9]
3073,"[7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2, 7.2]"
4148,[2.3]
2359,"[7.6, 7.6, 7.6, 7.6, 7.6, 7.6, 7.6, 7.6, 6.9, 6.9]"
4497,[1.4]
4579,"[2.4, 2.4, 2.4, 2.4, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3]"
3002,"[2.2, 2.5, 2.6, 2.6, 2.1]"
1395,[6.0]
4416,[6.4]
1113,"[7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7, 7.7]"
3260,[1.6]
1793,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]"
2564,[0.6]
122,"[2.4, 2.0]"
3169,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
476,[1.0]
23,[6.6]
3775,[1.4]
1472,"[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.3]"
1883,[2.6]
2383,[4.2]
2569,[3.2]
1148,[1.0]
1750,[3.5]
2660,[6.0]
2750,"[6.9, 7.1, 7.1, 7.7, 7.1, 7.1, 7.1, 7.1, 7.1, 7.1]"
4646,[1.1]
896,[5.8]
722,[3.8]
3305,[0.7]
2058,[5.4]
3192,[2.3]
74,[0.7]
4926,"[7.4, 7.4, 7.4, 7.4, 7.4, 7.4, 7.4, 7.4, 7.4, 7.4]"
4540,[6.3]
2601,[0.7]
638,[0.9]
3631,"[5.5, 6.0, 6.0, 6.0, 4.5]"
3825,[1.4]
1615,"[2.0, 1.5]"
2005,[5.7]
4352,[1.2]
224,"[5.4, 5.4, 5.4, 5.4, 5.4, 5.4, 5.4, 5.4, 4.9]"
3718,"[1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3]"
4113,[1.6]
2764,[4.0]
191,"[1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7]"
167,"[1.2, 1.1]"
3293,[6.5]
3285,[1.1]
4743,[6.6]
907,"[3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.5]"
1283,[1.5]
1739,[0.7]
700,[6.3]
450,[2.0]
1728,[0.6]
4213,[1.7]
2310,"[4.5, 4.5, 4.5, 4.1, 4.5, 4.1, 4.1, 4.1, 4.1, 4.5]"
538,[0.4]
4323,[6.4]
4723,[5.7]
4287,[1.5]
4888,[1.4]
1268,[6.6]
4194,"[1.2, 1.0]"
0,[6.1]
4123,[0.9]
3740,[1.0]
786,[0.8]
4392,[0.7]
2826,[2.9]
505,"[1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 2.1, 2.4]"
2898,[1.6]
3601,[5.7]
3881,[1.3]
15,[0.9]
4047,"[8.1, 8.1, 6.6]"
1753,[0.9]
2861,[0.7]
3235,"[3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4]"
2271,[5.6]
3844,[4.8]
324,[5.0]
1209,[1.7]
2729,[6.3]
968,"[1.4, 1.3, 1.4, 1.4, 1.3, 1.4, 1.4, 1.4, 1.4, 1.4]"
4060,"[0.4, 0.4, 0.5, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]"
1542,"[2.3, 2.5, 2.5, 2.5, 2.2]"
4612,"[2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.5, 2.3, 2.3]"
2887,[2.0]
1820,"[1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1]"
2969,"[0.8, 0.8, 0.7]"
292,[1.8]
4877,[1.8]
1608,[0.7]
1656,"[2.5, 2.5, 2.5, 2.5, 1.8]"
4262,"[2.7, 3.5, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]"
263,[6.2]
3096,[4.2]
1579,[6.5]
60,"[2.2, 2.2, 2.0]"
937,[0.5]
4557,[2.4]
340,[6.1]
963,"[3.2, 1.9]"
4188,"[9.5, 8.2, 8.2, 8.2, 8.2, 8.2, 8.2, 6.5]"
4909,"[6.7, 6.7, 6.7, 6.7, 6.7, 6.7, 6.7, 6.7, 6.7, 6.7]"
443,[6.7]
1440,[6.3]
3413,[6.4]
504,[1.7]
4451,"[1.9, 1.8]"
2868,"[4.2, 4.2, 4.2, 4.3, 4.2, 4.0]"
4306,[0.8]
4645,[4.3]
1715,[6.3]
1960,[0.7]
1973,[1.0]
3576,"[3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2]"
3274,[0.7]
3358,"[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]"
456,[2.0]
1215,[2.9]
3927,"[3.1, 3.1, 3.1, 2.6]"
1455,[3.2]
2031,[0.3]
1332,"[2.2, 2.1]"
1111,[1.7]
4898,[1.0]
660,[1.5]
314,[3.5]
1043,[4.2]
1687,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1795,[2.5]
880,[1.1]
3394,[6.3]
1605,"[1.7, 1.6]"
3486,[0.3]
2250,"[2.3, 1.8]"
1858,[4.9]
356,"[1.9, 1.9, 1.8]"
3248,[0.6]
3372,[2.7]
1816,[5.2]
3591,"[4.4, 4.4, 4.3, 4.4, 4.4, 4.5, 4.4, 4.4, 4.4, 4.4]"
2334,"[1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 1.6, 1.5]"
3097,[0.6]
2714,[6.5]
3638,[1.1]
2576,"[2.7, 2.7, 2.7, 2.7, 2.6, 2.7, 2.7, 2.7, 2.7, 2.7]"
4961,[0.9]
3910,"[1.6, 1.6, 1.6, 1.6, 1.6, 1.7, 1.6, 1.7, 1.6, 1.6]"
2020,"[5.1, 4.2]"
952,"[3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9]"
4008,"[10.4, 6.7]"
2348,"[3.1, 2.2]"
3791,[5.3]
2627,[1.2]
2551,[1.9]
839,[1.2]
1717,[1.2]
3241,[6.6]
2657,[0.8]
3958,"[3.6, 3.5, 3.5, 3.5, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6]"
3862,[2.2]
2150,"[1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7, 1.7]"
4843,[5.4]
4148,[2.3]
3300,[1.1]
4054,[6.5]
4592,[1.2]
898,[5.6]
1864,[0.6]
286,[4.0]
2728,[5.3]
1981,"[1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.3]"
1981,"[1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.3]"
417,"[1.0, 1.0, 1.0, 0.9]"
4081,"[5.5, 5.5, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8]"
4516,[1.0]
4507,[6.1]
2261,[0.5]
4762,[0.4]
4482,"[3.9, 3.9, 3.6]"
3450,[6.5]
4900,[0.7]
3688,"[6.6, 6.6, 6.6, 6.6, 6.6, 6.6, 6.6, 6.6, 6.6, 6.6]"
3408,[2.4]
1272,[1.6]
2526,[5.9]
4279,"[6.1, 6.1, 6.1, 6.1, 6.1, 6.1, 6.1, 6.1, 6.1, 6.1]"
3635,[6.1]
3475,[1.3]
2437,[1.2]
3072,"[1.1, 1.0]"
3664,[2.4]
2052,[6.5]
3151,"[6.2, 4.6]"
3064,[1.4]
4546,[0.9]
3733,"[9.8, 6.5]"
528,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]"
894,[1.4]
1925,[1.2]
4811,[1.5]
2071,[3.0]
3932,"[1.5, 2.8, 2.8, 0.9]"
1276,"[2.4, 1.8]"
2499,[3.8]
4634,[0.6]
3485,[0.8]
2842,[1.7]
4449,"[7.4, 7.4, 7.4, 7.2, 7.4, 7.4, 6.9]"
2442,"[1.3, 1.3, 1.4, 1.4, 1.4, 1.4, 1.3, 1.4, 1.4, 1.4]"
2015,[6.0]
2772,[1.4]
1163,"[2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.4]"
1163,"[2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.4]"
3198,[6.1]
3190,[1.1]
4190,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]"
2426,[1.1]
2734,[0.9]
3860,[2.3]
3432,[0.6]
1086,"[7.9, 7.9, 8.3, 8.3, 8.3, 8.3, 6.5]"
2331,[0.9]
4481,[2.2]
4779,[6.6]
1567,[1.4]
193,"[5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.5]"
193,"[5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.8, 5.5]"
3934,"[6.5, 6.5, 6.5, 6.0]"
1528,"[2.7, 2.7, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6, 3.6]"
4440,[0.8]
31,[6.2]
4389,[4.1]
4675,"[1.2, 1.0]"
4729,[0.8]
592,[3.5]
334,"[1.5, 1.5, 1.7, 1.5, 1.5, 1.5, 1.7, 1.5, 1.5, 1.5]"
2789,[0.8]
2048,"[1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]"
3912,[1.5]
1066,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
2981,[1.1]
4175,[6.6]
4127,[0.7]
1025,"[5.0, 4.5]"
3969,[6.6]
1288,[0.6]
3966,[1.1]
11,[1.0]
942,"[1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8]"
3292,[6.2]
3481,[2.1]
1660,[1.7]
4997,[1.1]
3939,[1.7]
4600,"[6.3, 5.5]"
4428,"[1.6, 1.1]"
1741,[0.4]
1625,"[6.6, 6.8, 6.8, 5.9]"
4670,[3.9]
737,"[9.7, 9.7, 9.7, 9.7, 9.7, 9.7, 9.7, 9.7, 9.7, 9.7]"
4195,[0.7]
1090,"[0.9, 1.0, 1.0, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0]"
4184,[1.4]
4739,[3.3]
1304,[1.5]
46,"[3.3, 3.2]"
3537,[1.6]
422,[0.8]
2623,[5.8]
878,[1.3]
4669,[1.4]
4653,"[6.5, 6.5, 6.5, 6.5, 6.0, 4.9]"
3135,[1.9]
3198,[6.1]
1731,[0.5]
4986,"[2.5, 2.4]"
782,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.7]"
3254,[0.5]
2734,[0.9]
2473,"[1.9, 1.5]"
377,"[4.2, 4.2, 3.2]"
947,[0.7]
3311,[2.3]
2846,"[5.9, 5.9, 5.9, 5.0]"
3699,[5.7]
2340,[1.6]
2306,"[2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8, 2.8]"
4528,"[7.8, 6.3]"
3428,"[0.8, 0.7]"
3787,"[1.0, 0.8]"
1551,[0.7]
1632,"[9.7, 6.6]"
2710,[0.7]
