LAM,D,N_0,N_n,esb,p_id
16.551,9.8,10.771,12,"[3.8099, 4.5101, 3.7284, 3.4132]","[5.1509e-12, 0.025439, 0.23215, 0.34373]"
14.114,6.98,9.791,12,"[3.812, 3.6265, 2.926, 2.7558]","[1.2655e-08, 0.16037, 0.34983, 0.44536]"
0.293,16.85,12.655,7,"[0.54185, 0.93602, 1.3338, 1.7318]","[0.98134, 0.99025, 0.99317, 0.99462]"
17.91,5.87,5.022,11,"[3.1475, 3.8442, 3.4082, 3.1051]","[1.1122e-13, 0.0022724, 0.16918, 0.29002]"
1.945,15.75,18.911,17,"[1.5386, 1.5842, 1.7364, 1.8983]","[0.81707, 0.8948, 0.92139, 0.93513]"
11.718,22.54,16.036,17,"[6.3991, 7.3512, 6.7809, 6.6042]","[6.8335e-05, 0.29899, 0.45379, 0.53155]"
13.441,39.59,5.42,6,"[1.0367, 1.0409, 1.0506, 1.1294]","[1.8858e-07, 0.20919, 0.38752, 0.4773]"
9.257,29.46,9.2,10,"[2.5907, 1.7525, 1.7253, 1.8271]","[0.089532, 0.45692, 0.58019, 0.64216]"
0.671,25.5,13.501,10,"[0.55546, 0.65689, 0.82057, 0.99995]","[0.94987, 0.97495, 0.98278, 0.98656]"
6.513,15.45,12.811,8,"[0.90232, 0.79157, 0.83609, 0.90416]","[0.37442, 0.63599, 0.7244, 0.76942]"
5.88,29.14,6.416,11,"[1.5853, 1.2953, 1.3506, 1.4602]","[0.4291, 0.66431, 0.74338, 0.78336]"
12.287,15.93,19.647,17,"[6.3705, 7.467, 6.9296, 6.7018]","[7.8441e-06, 0.26464, 0.42701, 0.50863]"
11.557,16.11,7.99,14,"[5.0412, 3.9031, 3.2308, 3.0946]","[0.00013573, 0.3136, 0.46871, 0.54684]"
1.728,39.77,12.179,8,"[0.77782, 0.92901, 1.0589, 1.1742]","[0.83711, 0.90764, 0.93313, 0.9468]"
19.702,29.56,10.838,11,"[3.9555, 4.8314, 5.2307, 5.0562]","[8.365e-16, 3.4781e-05, 0.080105, 0.20951]"
14.569,34.62,7.559,13,"[4.9642, 5.4396, 4.8064, 4.6212]","[2.4365e-09, 0.12901, 0.3218, 0.41872]"
14.193,25.48,16.338,19,"[6.68032, 8.9175, 10.4151, 10.8944]","[7.98902e-09, 0.148575, 0.334802, 0.428393]"
4.787,30.93,19.443,16,"[4.3006, 3.7289, 4.0156, 4.4617]","[0.52736, 0.71448, 0.77702, 0.80849]"
9.786,15.1,9.647,16,"[5.875, 4.1882, 3.5238, 3.41]","[0.038636, 0.41959, 0.55097, 0.61711]"
16.112,23.12,17.638,19,"[6.67657, 8.37489, 10.7543, 11.9279]","[1.60359e-11, 0.0399508, 0.243895, 0.349875]"
19.723,31.88,13.843,6,"[1.3952, 1.7247, 1.9044, 1.9711]","[7.1517e-16, 3.4194e-05, 0.080373, 0.20872]"
12.568,12.8,17.524,12,"[4.1068, 3.4295, 2.9266, 2.8615]","[3.1112e-06, 0.25326, 0.42112, 0.50549]"
15.885,30.8,17.063,19,"[6.71345, 8.50657, 11.1168, 12.5728]","[3.22173e-11, 0.0508209, 0.254439, 0.358788]"
4.295,23.01,6.836,9,"[0.79968, 0.77028, 0.82337, 0.88716]","[0.59539, 0.76823, 0.82725, 0.85766]"
15.093,12.75,5.796,13,"[4.4318, 4.8004, 3.9054, 3.5951]","[4.5631e-10, 0.099211, 0.30037, 0.40215]"
7.688,14.27,19.599,8,"[1.252, 1.0559, 1.1229, 1.2308]","[0.25027, 0.5557, 0.65831, 0.71018]"
7.707,6.23,10.982,5,"[0.4152, 0.38277, 0.40026, 0.42427]","[0.2763, 0.58932, 0.6968, 0.75249]"
7.349,27.36,13.195,8,"[1.3174, 1.1643, 1.2626, 1.4009]","[0.28115, 0.5714, 0.66891, 0.71821]"
15.681,18.95,14.438,9,"[2.3808, 2.6482, 2.2908, 2.2645]","[8.3056e-11, 0.069417, 0.27626, 0.38104]"
7.369,13.64,17.166,10,"[1.7314, 1.3092, 1.3385, 1.4371]","[0.28048, 0.57504, 0.6739, 0.72377]"
19.993,39.99,7.039,10,"[3.3903, 4.1452, 4.5205, 4.3714]","[4.1142e-16, 1.8438e-05, 0.06805, 0.19846]"
17.183,5.66,16.096,15,"[5.4638, 6.6478, 6.5706, 6.1292]","[7.1054e-13, 0.0082769, 0.19682, 0.31151]"
16.341,28.82,14.935,6,"[1.3294, 1.599, 1.583, 1.6853]","[8.9166e-12, 0.034029, 0.23884, 0.3463]"
7.333,13.11,15.308,6,"[0.59703, 0.5499, 0.58636, 0.63465]","[0.30053, 0.59539, 0.69564, 0.74705]"
0.613,9.59,19.765,6,"[0.32801, 0.50695, 0.69786, 0.89056]","[0.95939, 0.97908, 0.98541, 0.98853]"
2.416,26.93,5.464,13,"[1.0518, 1.0584, 1.1342, 1.2154]","[0.77582, 0.8731, 0.90659, 0.92398]"
11.406,31.53,8.518,13,"[4.8835, 3.9067, 3.4316, 3.4038]","[0.00024127, 0.3216, 0.47322, 0.54934]"
10.975,35.57,19.901,13,"[5.7282, 5.8063, 5.7396, 6.0174]","[0.0011461, 0.34273, 0.4859, 0.55752]"
9.163,34.32,17.52,7,"[1.8649, 1.6995, 1.8866, 2.1336]","[0.092206, 0.44748, 0.56691, 0.62724]"
3.319,38.72,8.282,16,"[2.1436, 2.0001, 2.1812, 2.4158]","[0.67827, 0.80987, 0.85416, 0.87658]"
9.402,13.45,16.145,13,"[4.3127, 2.6704, 2.417, 2.4493]","[0.072907, 0.446, 0.57203, 0.63537]"
10.688,17.57,12.807,8,"[1.6436, 1.1799, 1.1615, 1.2274]","[0.0046381, 0.37833, 0.52176, 0.594]"
16.879,6.09,13.606,7,"[1.0613, 1.2811, 1.1283, 1.1195]","[3.9864e-12, 0.024135, 0.23731, 0.35255]"
2.319,6.72,14.17,12,"[0.9177, 0.93181, 0.99262, 1.0554]","[0.78703, 0.88067, 0.91311, 0.93004]"
18.256,10.39,11.537,5,"[0.5102, 0.65187, 0.64477, 0.6598]","[1.6303e-13, 0.0035874, 0.18939, 0.31486]"
1.546,20.19,18.274,8,"[0.58883, 0.64028, 0.69841, 0.77104]","[0.86392, 0.92754, 0.94989, 0.9612]"
6.378,19.46,6.045,11,"[1.6117, 1.2329, 1.2544, 1.3371]","[0.38074, 0.63733, 0.72365, 0.7673]"
1.684,8.96,9.751,11,"[0.73787, 0.75439, 0.78747, 0.82722]","[0.85156, 0.92027, 0.94429, 0.95672]"
13.79,29.32,19.061,5,"[1.1469, 1.2854, 1.3974, 1.5666]","[2.3163e-08, 0.16693, 0.34627, 0.43686]"
18.249,35.89,16.837,5,"[1.2418, 1.5406, 1.6833, 1.829]","[2.0266e-14, 0.00067491, 0.13761, 0.25643]"
2.813,22.14,7.988,7,"[0.4579, 0.46305, 0.48202, 0.50558]","[0.75091, 0.86596, 0.90622, 0.92707]"
12.099,34.65,12.21,6,"[1.2746, 1.2303, 1.3036, 1.4388]","[1.8976e-05, 0.27954, 0.43824, 0.51823]"
9.151,24.04,6.591,14,"[4.7349, 2.9268, 2.6062, 2.6165]","[0.096289, 0.46054, 0.58343, 0.64522]"
18.916,21.09,18.066,16,"[6.2592, 7.62638, 9.18193, 10.1334]","[5.7039e-15, 0.000187513, 0.112475, 0.236683]"
14.756,32.66,18.52,11,"[4.6635, 5.2762, 5.104, 5.2269]","[1.2624e-09, 0.11655, 0.3095, 0.40612]"
16.037,10.31,19.04,7,"[1.2327, 1.4197, 1.2814, 1.3011]","[3.8894e-11, 0.057827, 0.26961, 0.37768]"
0.286,34.75,18.69,6,"[0.71012, 1.2386, 1.7707, 2.3028]","[0.97943, 0.98922, 0.99243, 0.99403]"
9.677,12.92,14.41,18,"[6.5321, 5.5693, 4.6733, 4.4666]","[0.046541, 0.42401, 0.55339, 0.61854]"
18.734,7.27,9.699,15,"[5.4542, 6.6514, 7.2072, 6.9286]","[9.6855e-15, 0.00029815, 0.12287, 0.2473]"
11.91,39.76,6.39,16,"[6.1471, 6.5467, 5.8629, 5.6785]","[3.3183e-05, 0.28807, 0.4457, 0.5249]"
13.281,18.52,12.834,16,"[6.0093, 6.7156, 5.9644, 5.6227]","[2.0314e-07, 0.20542, 0.38152, 0.47022]"
7.012,13.09,11.47,10,"[1.4769, 1.1209, 1.1386, 1.2129]","[0.31896, 0.60115, 0.69609, 0.7441]"
5.812,29.97,10.513,15,"[3.3809, 2.4704, 2.4896, 2.663]","[0.42919, 0.66017, 0.73752, 0.77641]"
15.859,31.66,14.91,12,"[4.913, 5.8237, 5.6019, 5.5788]","[3.7375e-11, 0.05398, 0.2588, 0.3633]"
11.303,35.75,16.889,17,"[6.5671, 8.3313, 8.3656, 8.537]","[0.00033018, 0.32305, 0.47139, 0.54566]"
8.629,24.36,6.368,12,"[3.1712, 1.9677, 1.855, 1.9175]","[0.15058, 0.49591, 0.61197, 0.67035]"
14.544,5.45,11.854,9,"[1.9597, 1.8991, 1.6111, 1.5828]","[3.9781e-09, 0.14241, 0.33889, 0.43783]"
1.457,21.15,9.617,17,"[1.2745, 1.3132, 1.3979, 1.4815]","[0.86737, 0.92622, 0.9467, 0.95741]"
10.641,25.07,17.261,11,"[4.1077, 3.1353, 3.0039, 3.1408]","[0.0039843, 0.36657, 0.50654, 0.57671]"
8.079,33.57,13.351,10,"[2.6378, 2.0757, 2.1686, 2.3723]","[0.2034, 0.52092, 0.62706, 0.68043]"
19.32,39.68,6.748,14,"[5.5741, 6.7948, 7.7544, 7.9915]","[2.0516e-15, 7.6326e-05, 0.094868, 0.22184]"
5.752,27.8,11.459,7,"[0.78979, 0.79255, 0.88201, 0.98365]","[0.44545, 0.67371, 0.75119, 0.79081]"
6.443,6.95,15.394,11,"[1.6253, 1.2345, 1.2531, 1.3342]","[0.37426, 0.63355, 0.72078, 0.76488]"
14.279,31.39,5.871,14,"[5.2784, 5.7483, 4.9954, 4.7191]","[6.403e-09, 0.14626, 0.33571, 0.4311]"
9.07,38.89,12.695,18,"[7.0264, 7.1792, 6.7255, 6.8013]","[0.10179, 0.45812, 0.5775, 0.6373]"
12.015,10.45,15.382,5,"[0.55269, 0.51056, 0.52252, 0.55763]","[8.4825e-05, 0.32128, 0.48503, 0.56828]"
15.104,9.91,17.678,8,"[1.6001, 1.6772, 1.4733, 1.4762]","[6.6935e-10, 0.10952, 0.31227, 0.41435]"
2.291,28.06,9.796,9,"[0.67354, 0.71319, 0.76549, 0.81512]","[0.79196, 0.88476, 0.91736, 0.93453]"
8.878,34.5,11.428,16,"[6.2714, 5.0247, 4.6152, 4.6853]","[0.12126, 0.47142, 0.58874, 0.64756]"
7.074,14.61,16.626,17,"[5.3274, 3.4124, 3.1405, 3.2063]","[0.30174, 0.58352, 0.67822, 0.72581]"
3.244,19.57,17.383,13,"[1.4528, 1.448, 1.6016, 1.7786]","[0.68841, 0.81723, 0.86084, 0.88308]"
18.241,6.53,15.664,7,"[1.0682, 1.3291, 1.244, 1.2157]","[8.3456e-14, 0.00197, 0.17089, 0.29521]"
1.287,26.18,13.148,19,"[1.5486, 1.6481, 1.7958, 1.937]","[0.88136, 0.93305, 0.951, 0.96041]"
8.891,16.2,6.659,17,"[6.1192, 4.1483, 3.5219, 3.4305]","[0.12027, 0.47356, 0.59308, 0.65325]"
18.537,33.85,7.25,6,"[1.0559, 1.3155, 1.344, 1.3785]","[2.4903e-14, 0.00076822, 0.14596, 0.26934]"
15.938,6.98,19.789,5,"[0.54753, 0.64577, 0.62606, 0.65546]","[1.118e-10, 0.080537, 0.29546, 0.4046]"
12.214,17.11,19.661,5,"[0.79432, 0.80199, 0.86364, 0.95816]","[1.5535e-05, 0.27973, 0.44129, 0.52301]"
8.786,5.16,11.153,9,"[1.5703, 1.0838, 1.0725, 1.13]","[0.1425, 0.49645, 0.61551, 0.67563]"
6.19,27.75,11.834,10,"[1.5929, 1.3698, 1.4649, 1.6112]","[0.39605, 0.6415, 0.7239, 0.76553]"
8.899,18.68,14.001,11,"[2.9058, 1.894, 1.8297, 1.9176]","[0.12406, 0.47871, 0.59766, 0.65746]"
19.09,20.88,15.749,16,"[6.1797, 7.5297, 8.971, 9.7539]","[3.6291e-15, 0.00012593, 0.10452, 0.22989]"
8.685,35.24,6.791,5,"[0.59449, 0.57137, 0.63018, 0.70073]","[0.15884, 0.50378, 0.62077, 0.68055]"
10.452,14.54,7.704,15,"[5.4888, 3.9111, 3.2669, 3.1507]","[0.0071391, 0.38014, 0.52059, 0.59133]"
6.714,9.63,10.153,12,"[2.0859, 1.4761, 1.4671, 1.5492]","[0.34475, 0.6148, 0.70557, 0.75137]"
3.273,5.19,6.401,7,"[0.47585, 0.47884, 0.50007, 0.52339]","[0.70577, 0.83923, 0.8859, 0.91029]"
2.499,27.58,18.744,17,"[2.4001, 2.5176, 2.8778, 3.2769]","[0.75608, 0.85422, 0.88736, 0.9042]"
14.59,21.73,10.266,15,"[5.6672, 6.5108, 5.8643, 5.5146]","[2.198e-09, 0.12675, 0.31991, 0.41731]"
2.796,34.82,13.941,8,"[0.88905, 1.0558, 1.2409, 1.4183]","[0.72909, 0.84014, 0.87878, 0.89904]"
5.287,27.55,19.529,8,"[1.3796, 1.4814, 1.7267, 1.9952]","[0.47662, 0.68286, 0.75269, 0.78822]"
5.93,21.42,10.341,10,"[1.3086, 1.1076, 1.1647, 1.2623]","[0.42634, 0.66373, 0.74367, 0.78417]"
15.171,34.4,15.396,17,"[6.52747, 8.33788, 9.83485, 10.4427]","[3.11522e-10, 0.0905428, 0.288796, 0.388623]"
10.979,22.32,19.338,7,"[1.7451, 1.5057, 1.5848, 1.7432]","[0.0012963, 0.34622, 0.49012, 0.56256]"
15.246,21.14,9.449,18,"[6.4283, 8.0658, 8.7057, 8.5398]","[2.4597e-10, 0.086377, 0.28622, 0.38739]"
9.471,32.69,15.26,16,"[6.4531, 6.0347, 5.6514, 5.757]","[0.064195, 0.43448, 0.55906, 0.62146]"
14.905,7.44,13.738,10,"[2.5341, 2.5497, 2.087, 2.0041]","[1.0553e-09, 0.1168, 0.31744, 0.4186]"
0.354,10.29,18.206,16,"[0.87871, 1.105, 1.4193, 1.7525]","[0.97462, 0.98727, 0.99121, 0.99313]"
7.926,16.33,13.444,5,"[0.47236, 0.44788, 0.4811, 0.52184]","[0.24591, 0.56462, 0.67345, 0.72954]"
4.473,36.74,10.572,9,"[1.1367, 1.179, 1.3368, 1.5118]","[0.56548, 0.74187, 0.80161, 0.83208]"
9.701,21.59,14.175,15,"[5.7295, 4.2707, 3.7848, 3.7736]","[0.045233, 0.42362, 0.55266, 0.61744]"
7.967,12.65,16.769,15,"[4.6905, 2.9254, 2.6756, 2.7237]","[0.21365, 0.5314, 0.63827, 0.69199]"
16.968,23.62,10.425,7,"[1.3285, 1.6139, 1.4787, 1.4951]","[2.1302e-12, 0.017252, 0.22151, 0.33516]"
0.118,22.16,15.803,18,"[1.4094, 2.3842, 3.3742, 4.3655]","[0.99243, 0.99606, 0.99724, 0.99783]"
2.801,8.83,11.107,5,"[0.27361, 0.27179, 0.29059, 0.32198]","[0.76642, 0.88104, 0.9193, 0.93792]"
1.651,20.09,5.004,13,"[0.91975, 0.94577, 0.99576, 1.0465]","[0.85191, 0.91894, 0.94239, 0.95465]"
16.973,22.55,7.654,19,"[6.55579, 8.04468, 9.91102, 10.534]","[1.23023e-12, 0.0115498, 0.203657, 0.315653]"
8.304,37.63,17.211,9,"[2.7598, 2.4049, 2.6114, 2.9196]","[0.17766, 0.50063, 0.60865, 0.66305]"
13.398,27.72,7.774,13,"[4.7576, 4.5816, 3.8784, 3.7159]","[1.4289e-07, 0.20092, 0.37926, 0.46894]"
18.606,19.78,8.727,8,"[1.6142, 1.9928, 1.9043, 1.8271]","[2.1966e-14, 0.00064851, 0.14353, 0.26896]"
0.273,33.12,14.962,8,"[0.64591, 1.0965, 1.5536, 2.0113]","[0.98196, 0.99059, 0.99341, 0.99481]"
18.239,19.54,12.503,19,"[6.58365, 8.02525, 10.0876, 11.3888]","[3.45149e-14, 0.000864052, 0.143634, 0.263526]"
14.244,19.7,10.982,12,"[4.0809, 4.0641, 3.3865, 3.2304]","[7.8227e-09, 0.15105, 0.34101, 0.4366]"
3.928,35.6,17.035,19,"[4.7401, 4.1359, 4.4618, 4.9586]","[0.61263, 0.76639, 0.8178, 0.84367]"
12.245,8.5,6.91,14,"[5.009, 4.2001, 3.4288, 3.242]","[9.9109e-06, 0.27159, 0.43585, 0.51865]"
12.62,5.97,7.325,18,"[6.3727, 7.356, 6.4589, 5.9669]","[2.2495e-06, 0.24481, 0.41243, 0.49709]"
17.476,5.06,6.152,11,"[3.1489, 3.828, 3.2776, 2.998]","[3.7601e-13, 0.0055437, 0.19012, 0.30811]"
10.333,38.28,13.23,17,"[6.5515, 7.4085, 7.0243, 7.074]","[0.0098903, 0.382, 0.51792, 0.58601]"
10.313,23.68,17.119,14,"[5.6079, 4.6538, 4.2624, 4.3171]","[0.010772, 0.38536, 0.5215, 0.58974]"
6.383,5.58,8.457,9,"[1.06, 0.88631, 0.92125, 0.98804]","[0.38585, 0.64296, 0.72976, 0.77388]"
11.862,35.84,6.978,14,"[5.4079, 4.8856, 4.2572, 4.1593]","[4.1248e-05, 0.29269, 0.45013, 0.52919]"
9.486,18.95,11.877,11,"[3.083, 1.9219, 1.8132, 1.8774]","[0.067377, 0.44416, 0.57136, 0.6353]"
19.727,27.63,6.077,10,"[2.8512, 3.4929, 3.6459, 3.3874]","[9.0388e-16, 3.7875e-05, 0.082829, 0.21381]"
3.583,35.07,10.05,18,"[2.8802, 2.4889, 2.656, 2.9165]","[0.65065, 0.79274, 0.84041, 0.86446]"
16.659,26.53,6.572,17,"[6.2446, 7.6552, 8.5596, 8.5386]","[3.1511e-12, 0.019549, 0.21952, 0.3299]"
12.034,7.54,5.613,7,"[1.0841, 0.88331, 0.85229, 0.88847]","[4.6435e-05, 0.30715, 0.4706, 0.55311]"
19.453,32.11,16.736,19,"[6.71175, 8.17314, 10.2871, 12.7265]","[1.38113e-15, 5.27999e-05, 0.0867734, 0.213311]"
17.511,7.8,18.759,16,"[5.9125, 7.2104, 7.8199, 7.6335]","[2.7086e-13, 0.0042773, 0.17991, 0.29616]"
3.823,13.73,8.64,13,"[1.3551, 1.2261, 1.2985, 1.402]","[0.63507, 0.78867, 0.84066, 0.86716]"
4.927,31.92,15.846,5,"[0.65485, 0.79285, 0.95339, 1.1121]","[0.51077, 0.70559, 0.77324, 0.80852]"
2.392,30.89,7.368,11,"[0.87505, 0.91161, 0.98541, 1.0584]","[0.77922, 0.87551, 0.9089, 0.92638]"
6.001,27.81,9.253,10,"[1.4171, 1.2126, 1.2868, 1.4052]","[0.41726, 0.65642, 0.73683, 0.77752]"
7.7,16.7,9.464,13,"[3.1363, 1.9752, 1.8755, 1.9429]","[0.24313, 0.55194, 0.65576, 0.70802]"
5.936,26.49,6.069,13,"[2.2151, 1.644, 1.6617, 1.7712]","[0.42089, 0.65883, 0.73873, 0.77903]"
14.187,8.51,12.62,12,"[3.817, 3.6635, 2.9555, 2.7814]","[9.8467e-09, 0.15587, 0.34625, 0.44224]"
3.843,15.55,13.89,12,"[1.2215, 1.139, 1.2184, 1.3221]","[0.63372, 0.78783, 0.84005, 0.86672]"
0.749,23.9,15.815,11,"[0.6786, 0.74375, 0.87832, 1.0395]","[0.94035, 0.97005, 0.97954, 0.98411]"
12.762,7.02,14.384,16,"[5.8621, 5.9843, 4.9837, 4.6088]","[1.3634e-06, 0.23765, 0.40784, 0.49375]"
1.677,7.03,9.899,14,"[1.0216, 1.0507, 1.1127, 1.1742]","[0.84819, 0.9161, 0.93978, 0.95218]"
16.835,27.29,6.254,5,"[0.60872, 0.75431, 0.73863, 0.77633]","[5.398e-12, 0.029149, 0.24313, 0.35708]"
17.334,20.18,15.839,16,"[6.1572, 7.5179, 8.6316, 8.8868]","[4.4193e-13, 0.0060189, 0.1875, 0.30198]"
16.154,11.19,9.274,16,"[5.8482, 7.0957, 6.9587, 6.5102]","[1.4737e-11, 0.038975, 0.24498, 0.35279]"
7.443,13.84,10.662,12,"[2.4399, 1.6196, 1.5761, 1.6501]","[0.27086, 0.56994, 0.67046, 0.72112]"
9.998,11.48,8.541,16,"[5.8673, 4.2554, 3.5504, 3.4162]","[0.024643, 0.40678, 0.54107, 0.60871]"
7.173,37.13,19.072,18,"[7.5471, 6.8946, 6.8578, 7.2592]","[0.28977, 0.57095, 0.66458, 0.71145]"
11.318,32.07,11.251,11,"[3.9208, 3.0456, 2.8289, 2.9088]","[0.0003502, 0.3273, 0.47689, 0.5519]"
15.975,37.45,7.262,19,"[6.63761, 8.34224, 10.3849, 11.1702]","[2.44786e-11, 0.0464493, 0.250592, 0.355871]"
13.913,9.14,12.277,7,"[1.078, 1.0274, 0.95129, 0.97509]","[5.0416e-08, 0.19129, 0.38006, 0.47519]"
8.848,21.77,17.851,15,"[5.7779, 4.3377, 4.0211, 4.1159]","[0.12462, 0.47389, 0.59085, 0.6495]"
5.88,6.88,11.773,12,"[1.7556, 1.3471, 1.3708, 1.4612]","[0.42915, 0.66567, 0.74523, 0.78546]"
5.706,16.37,19.163,5,"[0.47901, 0.518, 0.5844, 0.65145]","[0.45475, 0.68231, 0.76092, 0.8019]"
6.301,11.62,7.7,10,"[1.2937, 1.0413, 1.073, 1.1483]","[0.39113, 0.64479, 0.73027, 0.7736]"
6.744,10.97,8.196,14,"[3.0146, 1.9668, 1.8946, 1.974]","[0.33852, 0.60937, 0.70043, 0.74629]"
5.587,11.81,17.674,13,"[2.0698, 1.5951, 1.6315, 1.7483]","[0.45596, 0.67977, 0.75495, 0.79289]"
9.563,23.36,5.738,18,"[6.5388, 5.4311, 4.5498, 4.352]","[0.056076, 0.43107, 0.55902, 0.62346]"
9.01,31.78,11.243,6,"[0.97377, 0.88675, 0.97494, 1.0903]","[0.11723, 0.47199, 0.59149, 0.65203]"
12.847,17.61,14.785,10,"[2.9081, 2.4486, 2.1778, 2.1911]","[1.2269e-06, 0.23907, 0.41047, 0.49654]"
7.132,30.06,7.669,9,"[1.3818, 1.1335, 1.1902, 1.2943]","[0.30555, 0.58989, 0.68541, 0.73369]"
7.1,20.8,5.558,19,"[6.2837, 3.966, 3.4962, 3.4833]","[0.29839, 0.58149, 0.67701, 0.72506]"
7.978,14.16,16.729,8,"[1.1955, 0.9658, 1.0083, 1.0922]","[0.22397, 0.5428, 0.64998, 0.70419]"
0.916,9.34,17.808,12,"[0.71452, 0.73165, 0.80554, 0.9125]","[0.92532, 0.96231, 0.97443, 0.98028]"
11.169,33.17,11.337,16,"[6.22, 6.4604, 5.8593, 5.769]","[0.00055533, 0.3326, 0.48016, 0.55419]"
14.456,32.97,10.9,6,"[1.1871, 1.2855, 1.2921, 1.39]","[4.3954e-09, 0.14187, 0.33209, 0.42778]"
4.471,13.99,8.972,15,"[2.0547, 1.6451, 1.6928, 1.813]","[0.56704, 0.74668, 0.80713, 0.83771]"
9.423,27.62,17.287,8,"[2.139, 1.7432, 1.8533, 2.048]","[0.071262, 0.43849, 0.56187, 0.62399]"
1.761,8.04,6.202,9,"[0.56759, 0.57447, 0.59955, 0.63924]","[0.84822, 0.92033, 0.94527, 0.95785]"
2.836,38.09,19.275,18,"[3.7845, 3.9343, 4.5364, 5.2199]","[0.71906, 0.82936, 0.86649, 0.88529]"
10.028,19.41,19.104,16,"[6.2471, 5.7031, 5.1408, 5.1201]","[0.0227, 0.40185, 0.53445, 0.60095]"
10.448,38.97,5.164,14,"[5.3489, 4.0419, 3.5652, 3.5461]","[0.0072423, 0.37906, 0.51805, 0.58782]"
17.231,33.63,19.275,12,"[5.3057, 6.4641, 6.9702, 7.2285]","[5.9882e-13, 0.007484, 0.19255, 0.30553]"
19.048,20.37,14.778,10,"[3.1654, 3.8741, 3.9343, 3.7462]","[4.8259e-15, 0.00016926, 0.11246, 0.23888]"
8.783,26.85,9.813,14,"[4.7874, 3.1118, 2.8517, 2.9083]","[0.13226, 0.48116, 0.59834, 0.65718]"
16.123,33.34,9.449,6,"[1.1351, 1.3469, 1.3089, 1.382]","[2.234e-11, 0.048259, 0.25624, 0.36315]"
10.938,5.19,7.819,13,"[4.4514, 2.9718, 2.5252, 2.4708]","[0.0014322, 0.3535, 0.50084, 0.57501]"
5.478,32.09,19.921,19,"[6.8927, 5.6508, 5.7701, 6.2298]","[0.45831, 0.67295, 0.74449, 0.78036]"
14.238,17.98,19.062,19,"[6.65389, 8.80319, 10.0547, 10.3338]","[6.85945e-09, 0.14594, 0.3329, 0.426936]"
6.616,11.83,13.321,5,"[0.38417, 0.36803, 0.38644, 0.40873]","[0.38503, 0.65389, 0.74681, 0.79524]"
9.373,36.45,7.692,12,"[4.0296, 2.6846, 2.5411, 2.6397]","[0.075629, 0.44579, 0.57019, 0.63263]"
3.395,11.58,19.029,8,"[0.62306, 0.6396, 0.68705, 0.73505]","[0.68656, 0.82356, 0.87109, 0.89597]"
6.94,34.64,12.913,18,"[6.6658, 5.0293, 4.7877, 4.9726]","[0.31366, 0.58748, 0.67902, 0.7249]"
19.839,22.17,12.98,13,"[4.9598, 6.0494, 6.7801, 6.7181]","[5.6519e-16, 2.3886e-05, 0.072419, 0.20216]"
7.921,25.16,15.046,11,"[2.8344, 2.085, 2.1176, 2.2802]","[0.22, 0.53317, 0.63789, 0.69053]"
12.721,34.94,10.41,15,"[5.9515, 6.5355, 6.0149, 5.8916]","[1.573e-06, 0.23905, 0.40697, 0.49124]"
16.574,19.24,18.125,7,"[1.6104, 1.9314, 1.8149, 1.8719]","[5.2409e-12, 0.026777, 0.23216, 0.3418]"
16.18,36.98,7.875,9,"[2.6461, 3.0793, 2.7325, 2.718]","[1.6262e-11, 0.041697, 0.24915, 0.35647]"
10.45,27.39,15.964,10,"[3.4464, 2.5751, 2.5319, 2.687]","[0.0075709, 0.37851, 0.51584, 0.58474]"
15.476,16.21,19.232,16,"[6.1616, 7.5876, 7.9788, 7.8978]","[1.1943e-10, 0.073581, 0.27576, 0.37822]"
1.823,33.23,11.449,17,"[1.6428, 1.7543, 1.9624, 2.1766]","[0.82732, 0.89983, 0.92464, 0.93745]"
18.478,24.97,13.485,8,"[2.0817, 2.559, 2.5272, 2.4959]","[2.3356e-14, 0.00068047, 0.14166, 0.26412]"
6.376,17.03,9.028,19,"[5.6198, 3.4806, 3.1663, 3.2092]","[0.37105, 0.62588, 0.71172, 0.7549]"
15.432,34.3,7.629,10,"[3.1372, 3.4517, 2.9908, 2.9362]","[1.6432e-10, 0.081012, 0.2846, 0.38731]"
2.005,30.63,17.887,17,"[2.1891, 2.4358, 2.8318, 3.2463]","[0.80475, 0.88356, 0.91034, 0.92403]"
9.393,25.46,13.105,10,"[2.7786, 1.9118, 1.8902, 2.0084]","[0.075745, 0.44672, 0.5713, 0.6339]"
6.984,21.52,8.203,8,"[0.96499, 0.82085, 0.86144, 0.93012]","[0.32683, 0.60729, 0.70193, 0.75003]"
17.686,32.72,15.847,18,"[6.6323, 8.09724, 10.4674, 12.1426]","[1.59161e-13, 0.00288561, 0.169584, 0.28565]"
11.772,36.9,12.555,5,"[0.96936, 0.99397, 1.0999, 1.2409]","[5.5287e-05, 0.29417, 0.44856, 0.5267]"
6.5,36.15,11.325,19,"[6.7818, 4.9717, 4.7153, 4.8893]","[0.35743, 0.61425, 0.70017, 0.74326]"
9.505,23.87,18.517,19,"[6.9962, 7.9479, 7.4121, 7.3847]","[0.060773, 0.43178, 0.5571, 0.61992]"
16.015,30.11,13.154,19,"[6.66958, 8.38868, 10.6847, 11.7562]","[2.16057e-11, 0.0444841, 0.248524, 0.353913]"
12.487,33.99,15.59,6,"[1.4705, 1.4808, 1.5801, 1.7529]","[3.5769e-06, 0.25047, 0.41324, 0.49526]"
